Checking the given root
-1.516e-13	
6.964	0.00638513	0.00658312
6.965	0.00637919	0.00657749
6.966	0.00637325	0.00657186
6.967	0.00636732	0.00656623
6.968	0.0063614	0.00656061
6.969	0.00635548	0.00655499
6.97	0.00634957	0.00654938
6.971	0.00634367	0.00654377
6.972	0.00633778	0.00653817
6.973	0.00633189	0.00653257
6.974	0.00632601	0.00652698
6.975	0.00632013	0.00652139
6.976	0.00631427	0.00651581
6.977	0.00630841	0.00651023
6.978	0.00630256	0.00650465
6.979	0.00629671	0.00649908
6.98	0.00629088	0.00649352
6.981	0.00628505	0.00648796
6.982	0.00627923	0.0064824
6.983	0.00627342	0.00647685
6.984	0.00626762	0.0064713
6.985	0.00626183	0.00646576
6.986	0.00625604	0.00646022
6.987	0.00625027	0.00645469
6.988	0.0062445	0.00644916
6.989	0.00623874	0.00644363
6.99	0.00623299	0.00643812
6.991	0.00622725	0.0064326
6.992	0.00622152	0.00642709
6.993	0.0062158	0.00642158
6.994	0.00621009	0.00641608
6.995	0.00620438	0.00641059
6.996	0.00619869	0.0064051
6.997	0.00619301	0.00639961
6.998	0.00618734	0.00639413
6.999	0.00618167	0.00638865
7	0.00617602	0.00638317
7.001	0.00617038	0.0063777
7.002	0.00616475	0.00637224
7.003	0.00615913	0.00636678
7.004	0.00615351	0.00636133
7.005	0.00614791	0.00635587
7.006	0.00614233	0.00635043
7.007	0.00613675	0.00634499
7.008	0.00613118	0.00633955
7.009	0.00612563	0.00633412
7.01	0.00612008	0.00632869
7.011	0.00611455	0.00632326
7.012	0.00610903	0.00631785
7.013	0.00610352	0.00631243
7.014	0.00609802	0.00630702
7.015	0.00609253	0.00630162
7.016	0.00608706	0.00629621
7.017	0.0060816	0.00629082
7.018	0.00607615	0.00628543
7.019	0.00607071	0.00628004
7.02	0.00606528	0.00627465
7.021	0.00605987	0.00626928
7.022	0.00605447	0.0062639
7.023	0.00604908	0.00625853
7.024	0.00604371	0.00625317
7.025	0.00603835	0.00624781
7.026	0.006033	0.00624245
7.027	0.00602767	0.0062371
7.028	0.00602234	0.00623175
7.029	0.00601704	0.00622641
7.03	0.00601174	0.00622107
7.031	0.00600646	0.00621574
7.032	0.00600119	0.00621041
7.033	0.00599594	0.00620508
7.034	0.0059907	0.00619976
7.035	0.00598523	0.00619445
7.036	0.00597959	0.00618913
7.037	0.00597395	0.00618383
7.038	0.00596831	0.00617852
7.039	0.00596268	0.00617323
7.04	0.00595706	0.00616793
7.041	0.00595144	0.00616264
7.042	0.00594583	0.00615736
7.043	0.00594023	0.00615208
7.044	0.00593462	0.0061468
7.045	0.00592903	0.00614153
7.046	0.00592344	0.00613626
7.047	0.00591786	0.006131
7.048	0.00591228	0.00612574
7.049	0.00590671	0.00612048
7.05	0.00590115	0.00611523
7.051	0.00589559	0.00610999
7.052	0.00589004	0.00610475
7.053	0.0058845	0.00609951
7.054	0.00587896	0.00609428
7.055	0.00587343	0.00608905
7.056	0.00586791	0.00608382
7.057	0.00586239	0.00607861
7.058	0.00585688	0.00607339
7.059	0.00585138	0.00606818
7.06	0.00584589	0.00606297
7.061	0.00584041	0.00605777
7.062	0.00583493	0.00605257
7.063	0.00582946	0.00604738
7.064	0.005824	0.00604219
7.065	0.00581854	0.00603701
7.066	0.0058131	0.00603183
7.067	0.00580766	0.00602665
7.068	0.00580223	0.00602148
7.069	0.00579681	0.00601631
7.07	0.0057914	0.00601115
7.071	0.005786	0.00600599
7.072	0.0057806	0.00600083
7.073	0.00577522	0.00599568
7.074	0.00576984	0.00599054
7.075	0.00576448	0.0059854
7.076	0.00575912	0.00598026
7.077	0.00575377	0.00597513
7.078	0.00574844	0.00597
7.079	0.00574311	0.00596487
7.08	0.00573779	0.00595975
7.081	0.00573248	0.00595464
7.082	0.00572718	0.00594953
7.083	0.00572189	0.00594442
7.084	0.00571661	0.00593932
7.085	0.00571135	0.00593422
7.086	0.00570609	0.00592912
7.087	0.00570084	0.00592403
7.088	0.00569561	0.00591895
7.089	0.00569038	0.00591386
7.09	0.00568517	0.00590879
7.091	0.00567996	0.00590371
7.092	0.00567477	0.00589865
7.093	0.00566959	0.00589358
7.094	0.00566442	0.00588852
7.095	0.00565926	0.00588346
7.096	0.00565411	0.00587841
7.097	0.00564898	0.00587336
7.098	0.00564385	0.00586832
7.099	0.00563874	0.00586328
7.1	0.00563364	0.00585824
7.101	0.00562856	0.00585321
7.102	0.00562348	0.00584819
7.103	0.00561842	0.00584316
7.104	0.00561337	0.00583815
7.105	0.00560833	0.00583313
7.106	0.0056033	0.00582812
7.107	0.00559829	0.00582312
7.108	0.00559329	0.00581811
7.109	0.00558831	0.00581312
7.11	0.00558333	0.00580812
7.111	0.00557837	0.00580313
7.112	0.00557342	0.00579815
7.113	0.00556849	0.00579317
7.114	0.00556357	0.00578819
7.115	0.00555866	0.00578322
7.116	0.00555377	0.00577825
7.117	0.00554851	0.00577329
7.118	0.0055432	0.00576833
7.119	0.0055379	0.00576337
7.12	0.0055326	0.00575842
7.121	0.0055273	0.00575347
7.122	0.00552202	0.00574853
7.123	0.00551673	0.00574359
7.124	0.00551146	0.00573865
7.125	0.00550618	0.00573372
7.126	0.00550092	0.0057288
7.127	0.00549566	0.00572387
7.128	0.0054904	0.00571895
7.129	0.00548515	0.00571404
7.13	0.00547991	0.00570913
7.131	0.00547467	0.00570422
7.132	0.00546944	0.00569932
7.133	0.00546421	0.00569442
7.134	0.005459	0.00568953
7.135	0.00545378	0.00568464
7.136	0.00544858	0.00567975
7.137	0.00544338	0.00567487
7.138	0.00543819	0.00566999
7.139	0.005433	0.00566512
7.14	0.00542783	0.00566025
7.141	0.00542265	0.00565538
7.142	0.00541749	0.00565052
7.143	0.00541234	0.00564567
7.144	0.00540719	0.00564081
7.145	0.00540205	0.00563596
7.146	0.00539691	0.00563112
7.147	0.00539179	0.00562628
7.148	0.00538667	0.00562144
7.149	0.00538156	0.00561661
7.15	0.00537646	0.00561178
7.151	0.00537137	0.00560695
7.152	0.00536628	0.00560213
7.153	0.00536121	0.00559732
7.154	0.00535614	0.0055925
7.155	0.00535108	0.00558769
7.156	0.00534603	0.00558289
7.157	0.00534099	0.00557809
7.158	0.00533596	0.00557329
7.159	0.00533094	0.0055685
7.16	0.00532593	0.00556371
7.161	0.00532092	0.00555893
7.162	0.00531593	0.00555415
7.163	0.00531094	0.00554937
7.164	0.00530597	0.0055446
7.165	0.005301	0.00553983
7.166	0.00529605	0.00553506
7.167	0.0052911	0.0055303
7.168	0.00528617	0.00552555
7.169	0.00528124	0.00552079
7.17	0.00527633	0.00551604
7.171	0.00527142	0.0055113
7.172	0.00526653	0.00550656
7.173	0.00526165	0.00550182
7.174	0.00525678	0.00549709
7.175	0.00525192	0.00549236
7.176	0.00524707	0.00548764
7.177	0.00524223	0.00548291
7.178	0.0052374	0.0054782
7.179	0.00523258	0.00547348
7.18	0.00522778	0.00546878
7.181	0.00522299	0.00546407
7.182	0.0052182	0.00545937
7.183	0.00521343	0.00545467
7.184	0.00520868	0.00544998
7.185	0.00520393	0.00544529
7.186	0.0051992	0.0054406
7.187	0.00519448	0.00543592
7.188	0.00518977	0.00543124
7.189	0.00518507	0.00542657
7.19	0.00518039	0.0054219
7.191	0.00517571	0.00541723
7.192	0.00517106	0.00541257
7.193	0.00516641	0.00540791
7.194	0.00516178	0.00540326
7.195	0.00515716	0.00539861
7.196	0.00515255	0.00539396
7.197	0.00514796	0.00538932
7.198	0.00514338	0.00538468
7.199	0.00513876	0.00538005
7.2	0.00513377	0.00537542
7.201	0.00512878	0.00537079
7.202	0.00512379	0.00536617
7.203	0.00511881	0.00536155
7.204	0.00511383	0.00535693
7.205	0.00510885	0.00535232
7.206	0.00510389	0.00534771
7.207	0.00509892	0.00534311
7.208	0.00509397	0.00533851
7.209	0.00508901	0.00533392
7.21	0.00508407	0.00532932
7.211	0.00507912	0.00532473
7.212	0.00507419	0.00532015
7.213	0.00506926	0.00531557
7.214	0.00506433	0.00531099
7.215	0.00505942	0.00530642
7.216	0.0050545	0.00530185
7.217	0.0050496	0.00529729
7.218	0.0050447	0.00529272
7.219	0.0050398	0.00528817
7.22	0.00503492	0.00528361
7.221	0.00503003	0.00527906
7.222	0.00502516	0.00527452
7.223	0.00502029	0.00526998
7.224	0.00501543	0.00526544
7.225	0.00501058	0.0052609
7.226	0.00500573	0.00525637
7.227	0.0050009	0.00525184
7.228	0.00499606	0.00524732
7.229	0.00499124	0.0052428
7.23	0.00498642	0.00523829
7.231	0.00498162	0.00523377
7.232	0.00497681	0.00522927
7.233	0.00497202	0.00522476
7.234	0.00496724	0.00522026
7.235	0.00496246	0.00521576
7.236	0.00495769	0.00521127
7.237	0.00495293	0.00520678
7.238	0.00494818	0.0052023
7.239	0.00494344	0.00519782
7.24	0.0049387	0.00519334
7.241	0.00493397	0.00518886
7.242	0.00492926	0.00518439
7.243	0.00492455	0.00517993
7.244	0.00491985	0.00517546
7.245	0.00491516	0.005171
7.246	0.00491048	0.00516655
7.247	0.00490581	0.0051621
7.248	0.00490115	0.00515765
7.249	0.0048965	0.0051532
7.25	0.00489185	0.00514876
7.251	0.00488722	0.00514433
7.252	0.0048826	0.00513989
7.253	0.00487799	0.00513547
7.254	0.00487339	0.00513104
7.255	0.00486879	0.00512662
7.256	0.00486421	0.0051222
7.257	0.00485964	0.00511779
7.258	0.00485508	0.00511337
7.259	0.00485053	0.00510897
7.26	0.00484599	0.00510456
7.261	0.00484147	0.00510016
7.262	0.00483695	0.00509577
7.263	0.00483244	0.00509138
7.264	0.00482795	0.00508699
7.265	0.00482347	0.0050826
7.266	0.004819	0.00507822
7.267	0.00481454	0.00507384
7.268	0.00481009	0.00506947
7.269	0.00480565	0.0050651
7.27	0.00480123	0.00506073
7.271	0.00479681	0.00505637
7.272	0.00479241	0.00505201
7.273	0.00478803	0.00504766
7.274	0.00478365	0.00504331
7.275	0.00477929	0.00503896
7.276	0.00477494	0.00503461
7.277	0.0047706	0.00503027
7.278	0.00476627	0.00502593
7.279	0.00476196	0.0050216
7.28	0.00475766	0.00501727
7.281	0.00475338	0.00501294
7.282	0.0047491	0.00500862
7.283	0.00474474	0.0050043
7.284	0.00474004	0.00499999
7.285	0.00473535	0.00499568
7.286	0.00473066	0.00499137
7.287	0.00472597	0.00498706
7.288	0.00472129	0.00498276
7.289	0.00471661	0.00497847
7.29	0.00471194	0.00497417
7.291	0.00470727	0.00496988
7.292	0.00470261	0.0049656
7.293	0.00469795	0.00496131
7.294	0.0046933	0.00495703
7.295	0.00468865	0.00495276
7.296	0.00468401	0.00494849
7.297	0.00467937	0.00494422
7.298	0.00467474	0.00493995
7.299	0.00467012	0.00493569
7.3	0.0046655	0.00493143
7.301	0.00466089	0.00492718
7.302	0.00465628	0.00492293
7.303	0.00465168	0.00491868
7.304	0.00464708	0.00491444
7.305	0.00464249	0.0049102
7.306	0.00463791	0.00490596
7.307	0.00463333	0.00490173
7.308	0.00462877	0.0048975
7.309	0.0046242	0.00489327
7.31	0.00461965	0.00488905
7.311	0.0046151	0.00488483
7.312	0.00461056	0.00488062
7.313	0.00460602	0.00487641
7.314	0.0046015	0.0048722
7.315	0.00459698	0.004868
7.316	0.00459246	0.0048638
7.317	0.00458796	0.0048596
7.318	0.00458346	0.0048554
7.319	0.00457898	0.00485121
7.32	0.00457449	0.00484703
7.321	0.00457002	0.00484284
7.322	0.00456556	0.00483866
7.323	0.0045611	0.00483449
7.324	0.00455665	0.00483032
7.325	0.00455221	0.00482615
7.326	0.00454778	0.00482198
7.327	0.00454336	0.00481782
7.328	0.00453895	0.00481366
7.329	0.00453454	0.00480951
7.33	0.00453015	0.00480535
7.331	0.00452576	0.00480121
7.332	0.00452138	0.00479706
7.333	0.00451702	0.00479292
7.334	0.00451266	0.00478878
7.335	0.00450831	0.00478465
7.336	0.00450397	0.00478052
7.337	0.00449964	0.00477639
7.338	0.00449532	0.00477227
7.339	0.00449101	0.00476815
7.34	0.00448671	0.00476403
7.341	0.00448243	0.00475992
7.342	0.00447815	0.00475581
7.343	0.00447388	0.0047517
7.344	0.00446962	0.0047476
7.345	0.00446537	0.0047435
7.346	0.00446114	0.0047394
7.347	0.00445691	0.00473531
7.348	0.0044527	0.00473122
7.349	0.00444849	0.00472714
7.35	0.0044443	0.00472305
7.351	0.00444012	0.00471898
7.352	0.00443595	0.0047149
7.353	0.00443179	0.00471083
7.354	0.00442765	0.00470676
7.355	0.00442351	0.00470269
7.356	0.00441939	0.00469863
7.357	0.00441528	0.00469457
7.358	0.00441118	0.00469052
7.359	0.00440709	0.00468647
7.36	0.00440302	0.00468242
7.361	0.00439896	0.00467838
7.362	0.00439491	0.00467434
7.363	0.00439087	0.0046703
7.364	0.00438684	0.00466626
7.365	0.00438283	0.00466223
7.366	0.00437883	0.0046582
7.367	0.00437485	0.00465418
7.368	0.00437078	0.00465016
7.369	0.00436636	0.00464614
7.37	0.00436194	0.00464213
7.371	0.00435753	0.00463812
7.372	0.00435312	0.00463411
7.373	0.00434872	0.00463011
7.374	0.00434432	0.00462611
7.375	0.00433992	0.00462211
7.376	0.00433553	0.00461812
7.377	0.00433114	0.00461413
7.378	0.00432676	0.00461014
7.379	0.00432238	0.00460615
7.38	0.00431801	0.00460217
7.381	0.00431364	0.0045982
7.382	0.00430928	0.00459422
7.383	0.00430493	0.00459025
7.384	0.00430058	0.00458629
7.385	0.00429623	0.00458232
7.386	0.00429189	0.00457836
7.387	0.00428756	0.00457441
7.388	0.00428323	0.00457045
7.389	0.00427891	0.0045665
7.39	0.00427459	0.00456256
7.391	0.00427028	0.00455861
7.392	0.00426598	0.00455467
7.393	0.00426168	0.00455074
7.394	0.00425739	0.0045468
7.395	0.00425311	0.00454287
7.396	0.00424883	0.00453894
7.397	0.00424456	0.00453502
7.398	0.00424029	0.0045311
7.399	0.00423604	0.00452718
7.4	0.00423179	0.00452327
7.401	0.00422755	0.00451936
7.402	0.00422331	0.00451545
7.403	0.00421909	0.00451155
7.404	0.00421487	0.00450765
7.405	0.00421065	0.00450375
7.406	0.00420645	0.00449986
7.407	0.00420225	0.00449597
7.408	0.00419806	0.00449208
7.409	0.00419388	0.0044882
7.41	0.00418971	0.00448431
7.411	0.00418555	0.00448044
7.412	0.00418139	0.00447656
7.413	0.00417725	0.00447269
7.414	0.00417311	0.00446882
7.415	0.00416898	0.00446496
7.416	0.00416486	0.0044611
7.417	0.00416075	0.00445724
7.418	0.00415665	0.00445339
7.419	0.00415255	0.00444953
7.42	0.00414847	0.00444569
7.421	0.0041444	0.00444184
7.422	0.00414033	0.004438
7.423	0.00413627	0.00443416
7.424	0.00413223	0.00443033
7.425	0.00412819	0.00442649
7.426	0.00412417	0.00442267
7.427	0.00412015	0.00441884
7.428	0.00411615	0.00441502
7.429	0.00411215	0.0044112
7.43	0.00410816	0.00440738
7.431	0.00410419	0.00440357
7.432	0.00410023	0.00439976
7.433	0.00409627	0.00439596
7.434	0.00409233	0.00439215
7.435	0.0040884	0.00438835
7.436	0.00408448	0.00438456
7.437	0.00408057	0.00438076
7.438	0.00407667	0.00437697
7.439	0.00407278	0.00437319
7.44	0.00406891	0.0043694
7.441	0.00406504	0.00436562
7.442	0.00406119	0.00436184
7.443	0.00405735	0.00435807
7.444	0.00405352	0.0043543
7.445	0.0040497	0.00435053
7.446	0.00404589	0.00434677
7.447	0.0040421	0.00434301
7.448	0.00403832	0.00433925
7.449	0.00403455	0.00433549
7.45	0.0040308	0.00433174
7.451	0.00402705	0.00432799
7.452	0.00402332	0.00432425
7.453	0.0040196	0.0043205
7.454	0.00401588	0.00431676
7.455	0.00401172	0.00431303
7.456	0.00400756	0.0043093
7.457	0.00400341	0.00430557
7.458	0.00399926	0.00430184
7.459	0.00399511	0.00429812
7.46	0.00399097	0.0042944
7.461	0.00398683	0.00429068
7.462	0.0039827	0.00428696
7.463	0.00397857	0.00428325
7.464	0.00397444	0.00427955
7.465	0.00397032	0.00427584
7.466	0.00396621	0.00427214
7.467	0.0039621	0.00426844
7.468	0.00395799	0.00426475
7.469	0.00395389	0.00426105
7.47	0.0039498	0.00425736
7.471	0.00394571	0.00425368
7.472	0.00394162	0.00425
7.473	0.00393755	0.00424632
7.474	0.00393347	0.00424264
7.475	0.0039294	0.00423897
7.476	0.00392534	0.0042353
7.477	0.00392129	0.00423163
7.478	0.00391724	0.00422796
7.479	0.00391319	0.0042243
7.48	0.00390916	0.00422065
7.481	0.00390513	0.00421699
7.482	0.0039011	0.00421334
7.483	0.00389708	0.00420969
7.484	0.00389307	0.00420604
7.485	0.00388907	0.0042024
7.486	0.00388507	0.00419876
7.487	0.00388108	0.00419513
7.488	0.0038771	0.00419149
7.489	0.00387312	0.00418786
7.49	0.00386915	0.00418424
7.491	0.00386519	0.00418061
7.492	0.00386124	0.00417699
7.493	0.00385729	0.00417337
7.494	0.00385335	0.00416976
7.495	0.00384942	0.00416615
7.496	0.0038455	0.00416254
7.497	0.00384158	0.00415893
7.498	0.00383768	0.00415533
7.499	0.00383378	0.00415173
7.5	0.00382989	0.00414813
7.501	0.00382601	0.00414454
7.502	0.00382213	0.00414095
7.503	0.00381827	0.00413736
7.504	0.00381441	0.00413378
7.505	0.00381057	0.0041302
7.506	0.00380673	0.00412662
7.507	0.0038029	0.00412304
7.508	0.00379908	0.00411947
7.509	0.00379527	0.0041159
7.51	0.00379147	0.00411233
7.511	0.00378768	0.00410877
7.512	0.0037839	0.00410521
7.513	0.00378013	0.00410165
7.514	0.00377636	0.0040981
7.515	0.00377261	0.00409455
7.516	0.00376887	0.004091
7.517	0.00376514	0.00408745
7.518	0.00376142	0.00408391
7.519	0.00375771	0.00408037
7.52	0.00375401	0.00407684
7.521	0.00375032	0.0040733
7.522	0.00374664	0.00406977
7.523	0.00374297	0.00406625
7.524	0.00373931	0.00406272
7.525	0.00373566	0.0040592
7.526	0.00373203	0.00405568
7.527	0.0037284	0.00405217
7.528	0.00372479	0.00404865
7.529	0.00372119	0.00404515
7.53	0.0037176	0.00404164
7.531	0.00371402	0.00403814
7.532	0.00371045	0.00403464
7.533	0.0037069	0.00403114
7.534	0.00370336	0.00402764
7.535	0.00369982	0.00402415
7.536	0.00369631	0.00402066
7.537	0.0036928	0.00401718
7.538	0.0036893	0.00401369
7.539	0.00368582	0.00401021
7.54	0.00368235	0.00400674
7.541	0.0036789	0.00400326
7.542	0.00367512	0.00399979
7.543	0.0036712	0.00399633
7.544	0.00366729	0.00399286
7.545	0.00366338	0.0039894
7.546	0.00365947	0.00398594
7.547	0.00365557	0.00398248
7.548	0.00365167	0.00397903
7.549	0.00364778	0.00397558
7.55	0.00364389	0.00397213
7.551	0.00364	0.00396869
7.552	0.00363612	0.00396525
7.553	0.00363225	0.00396181
7.554	0.00362837	0.00395837
7.555	0.00362451	0.00395494
7.556	0.00362065	0.00395151
7.557	0.00361679	0.00394808
7.558	0.00361294	0.00394466
7.559	0.00360909	0.00394124
7.56	0.00360525	0.00393782
7.561	0.00360141	0.0039344
7.562	0.00359758	0.00393099
7.563	0.00359376	0.00392758
7.564	0.00358994	0.00392417
7.565	0.00358612	0.00392077
7.566	0.00358231	0.00391737
7.567	0.00357851	0.00391397
7.568	0.00357472	0.00391057
7.569	0.00357093	0.00390718
7.57	0.00356714	0.00390379
7.571	0.00356337	0.00390041
7.572	0.00355959	0.00389702
7.573	0.00355583	0.00389364
7.574	0.00355207	0.00389026
7.575	0.00354832	0.00388689
7.576	0.00354458	0.00388351
7.577	0.00354084	0.00388015
7.578	0.00353711	0.00387678
7.579	0.00353339	0.00387341
7.58	0.00352968	0.00387005
7.581	0.00352597	0.0038667
7.582	0.00352227	0.00386334
7.583	0.00351858	0.00385999
7.584	0.00351489	0.00385664
7.585	0.00351122	0.00385329
7.586	0.00350755	0.00384995
7.587	0.00350389	0.00384661
7.588	0.00350024	0.00384327
7.589	0.00349659	0.00383993
7.59	0.00349296	0.0038366
7.591	0.00348933	0.00383327
7.592	0.00348571	0.00382994
7.593	0.0034821	0.00382662
7.594	0.0034785	0.0038233
7.595	0.00347491	0.00381998
7.596	0.00347133	0.00381667
7.597	0.00346775	0.00381335
7.598	0.00346419	0.00381004
7.599	0.00346064	0.00380674
7.6	0.00345709	0.00380343
7.601	0.00345355	0.00380013
7.602	0.00345003	0.00379683
7.603	0.00344651	0.00379353
7.604	0.003443	0.00379024
7.605	0.00343951	0.00378695
7.606	0.00343602	0.00378366
7.607	0.00343254	0.00378038
7.608	0.00342908	0.0037771
7.609	0.00342562	0.00377382
7.61	0.00342218	0.00377054
7.611	0.00341874	0.00376727
7.612	0.00341532	0.003764
7.613	0.0034119	0.00376073
7.614	0.0034085	0.00375746
7.615	0.00340511	0.0037542
7.616	0.00340173	0.00375094
7.617	0.00339836	0.00374768
7.618	0.003395	0.00374443
7.619	0.00339166	0.00374118
7.62	0.00338832	0.00373793
7.621	0.003385	0.00373468
7.622	0.00338169	0.00373144
7.623	0.00337839	0.0037282
7.624	0.0033751	0.00372496
7.625	0.00337182	0.00372173
7.626	0.00336856	0.00371849
7.627	0.00336531	0.00371526
7.628	0.00336207	0.00371204
7.629	0.00335884	0.00370881
7.63	0.00335554	0.00370559
7.631	0.00335184	0.00370237
7.632	0.00334815	0.00369916
7.633	0.00334447	0.00369594
7.634	0.00334079	0.00369273
7.635	0.00333711	0.00368953
7.636	0.00333343	0.00368632
7.637	0.00332976	0.00368312
7.638	0.00332609	0.00367992
7.639	0.00332243	0.00367672
7.64	0.00331877	0.00367353
7.641	0.00331511	0.00367034
7.642	0.00331146	0.00366715
7.643	0.00330782	0.00366396
7.644	0.00330418	0.00366078
7.645	0.00330054	0.0036576
7.646	0.00329691	0.00365442
7.647	0.00329328	0.00365125
7.648	0.00328966	0.00364807
7.649	0.00328604	0.0036449
7.65	0.00328243	0.00364174
7.651	0.00327882	0.00363857
7.652	0.00327522	0.00363541
7.653	0.00327162	0.00363225
7.654	0.00326803	0.0036291
7.655	0.00326445	0.00362594
7.656	0.00326087	0.00362279
7.657	0.0032573	0.00361964
7.658	0.00325373	0.0036165
7.659	0.00325017	0.00361336
7.66	0.00324661	0.00361021
7.661	0.00324307	0.00360708
7.662	0.00323952	0.00360394
7.663	0.00323599	0.00360081
7.664	0.00323246	0.00359768
7.665	0.00322894	0.00359455
7.666	0.00322542	0.00359143
7.667	0.00322192	0.00358831
7.668	0.00321842	0.00358519
7.669	0.00321492	0.00358207
7.67	0.00321144	0.00357896
7.671	0.00320796	0.00357585
7.672	0.00320449	0.00357274
7.673	0.00320102	0.00356963
7.674	0.00319757	0.00356653
7.675	0.00319412	0.00356343
7.676	0.00319068	0.00356033
7.677	0.00318724	0.00355724
7.678	0.00318382	0.00355414
7.679	0.0031804	0.00355105
7.68	0.003177	0.00354797
7.681	0.0031736	0.00354488
7.682	0.00317021	0.0035418
7.683	0.00316683	0.00353872
7.684	0.00316345	0.00353564
7.685	0.00316009	0.00353257
7.686	0.00315673	0.0035295
7.687	0.00315339	0.00352643
7.688	0.00315005	0.00352336
7.689	0.00314672	0.0035203
7.69	0.0031434	0.00351724
7.691	0.00314009	0.00351418
7.692	0.00313679	0.00351112
7.693	0.0031335	0.00350807
7.694	0.00313022	0.00350502
7.695	0.00312695	0.00350197
7.696	0.00312369	0.00349893
7.697	0.00312044	0.00349588
7.698	0.0031172	0.00349284
7.699	0.00311397	0.0034898
7.7	0.00311075	0.00348677
7.701	0.00310754	0.00348374
7.702	0.00310434	0.00348071
7.703	0.00310116	0.00347768
7.704	0.00309798	0.00347465
7.705	0.00309481	0.00347163
7.706	0.00309166	0.00346861
7.707	0.00308851	0.00346559
7.708	0.00308538	0.00346258
7.709	0.00308226	0.00345957
7.71	0.00307915	0.00345656
7.711	0.00307605	0.00345355
7.712	0.00307297	0.00345055
7.713	0.00306989	0.00344755
7.714	0.00306683	0.00344455
7.715	0.00306378	0.00344155
7.716	0.00306074	0.00343856
7.717	0.00305771	0.00343556
7.718	0.00305469	0.00343257
7.719	0.00305169	0.00342959
7.72	0.00304847	0.0034266
7.721	0.00304499	0.00342362
7.722	0.00304151	0.00342064
7.723	0.00303803	0.00341767
7.724	0.00303456	0.00341469
7.725	0.00303109	0.00341172
7.726	0.00302762	0.00340875
7.727	0.00302416	0.00340579
7.728	0.0030207	0.00340282
7.729	0.00301724	0.00339986
7.73	0.00301379	0.0033969
7.731	0.00301034	0.00339395
7.732	0.0030069	0.00339099
7.733	0.00300346	0.00338804
7.734	0.00300003	0.00338509
7.735	0.0029966	0.00338215
7.736	0.00299317	0.0033792
7.737	0.00298975	0.00337626
7.738	0.00298634	0.00337332
7.739	0.00298293	0.00337039
7.74	0.00297952	0.00336745
7.741	0.00297612	0.00336452
7.742	0.00297273	0.00336159
7.743	0.00296934	0.00335867
7.744	0.00296595	0.00335574
7.745	0.00296257	0.00335282
7.746	0.0029592	0.0033499
7.747	0.00295583	0.00334699
7.748	0.00295247	0.00334407
7.749	0.00294911	0.00334116
7.75	0.00294576	0.00333825
7.751	0.00294242	0.00333535
7.752	0.00293908	0.00333244
7.753	0.00293575	0.00332954
7.754	0.00293243	0.00332664
7.755	0.00292911	0.00332375
7.756	0.0029258	0.00332085
7.757	0.0029225	0.00331796
7.758	0.0029192	0.00331507
7.759	0.00291591	0.00331219
7.76	0.00291262	0.0033093
7.761	0.00290935	0.00330642
7.762	0.00290608	0.00330354
7.763	0.00290282	0.00330067
7.764	0.00289956	0.00329779
7.765	0.00289632	0.00329492
7.766	0.00289308	0.00329205
7.767	0.00288985	0.00328918
7.768	0.00288663	0.00328632
7.769	0.00288341	0.00328346
7.77	0.00288021	0.0032806
7.771	0.00287701	0.00327774
7.772	0.00287382	0.00327489
7.773	0.00287064	0.00327203
7.774	0.00286746	0.00326918
7.775	0.0028643	0.00326634
7.776	0.00286114	0.00326349
7.777	0.002858	0.00326065
7.778	0.00285486	0.00325781
7.779	0.00285173	0.00325497
7.78	0.00284861	0.00325213
7.781	0.0028455	0.0032493
7.782	0.0028424	0.00324647
7.783	0.00283931	0.00324364
7.784	0.00283623	0.00324082
7.785	0.00283316	0.00323799
7.786	0.00283009	0.00323517
7.787	0.00282704	0.00323235
7.788	0.002824	0.00322954
7.789	0.00282097	0.00322673
7.79	0.00281795	0.00322391
7.791	0.00281493	0.00322111
7.792	0.00281193	0.0032183
7.793	0.00280894	0.00321549
7.794	0.00280596	0.00321269
7.795	0.00280299	0.00320989
7.796	0.00280003	0.0032071
7.797	0.00279709	0.0032043
7.798	0.00279415	0.00320151
7.799	0.00279122	0.00319872
7.8	0.00278831	0.00319593
7.801	0.0027854	0.00319315
7.802	0.00278251	0.00319037
7.803	0.00277963	0.00318758
7.804	0.00277676	0.00318481
7.805	0.00277391	0.00318203
7.806	0.00277106	0.00317926
7.807	0.00276823	0.00317649
7.808	0.00276541	0.00317372
7.809	0.0027626	0.00317095
7.81	0.0027598	0.00316819
7.811	0.00275675	0.00316543
7.812	0.00275346	0.00316267
7.813	0.00275017	0.00315991
7.814	0.00274689	0.00315716
7.815	0.00274361	0.00315441
7.816	0.00274033	0.00315166
7.817	0.00273705	0.00314891
7.818	0.00273378	0.00314616
7.819	0.00273051	0.00314342
7.82	0.00272725	0.00314068
7.821	0.00272399	0.00313794
7.822	0.00272073	0.00313521
7.823	0.00271748	0.00313247
7.824	0.00271423	0.00312974
7.825	0.00271099	0.00312702
7.826	0.00270775	0.00312429
7.827	0.00270451	0.00312157
7.828	0.00270128	0.00311884
7.829	0.00269806	0.00311612
7.83	0.00269483	0.00311341
7.831	0.00269162	0.00311069
7.832	0.00268841	0.00310798
7.833	0.0026852	0.00310527
7.834	0.002682	0.00310256
7.835	0.0026788	0.00309986
7.836	0.00267561	0.00309715
7.837	0.00267243	0.00309445
7.838	0.00266925	0.00309176
