Checking the given root
-1.901e-08	
5.755	0.0182228	0.0182255
5.756	0.0182077	0.0182105
5.757	0.0181926	0.0181955
5.758	0.0181775	0.0181804
5.759	0.0181624	0.0181654
5.76	0.0181473	0.0181504
5.761	0.0181323	0.0181354
5.762	0.0181172	0.0181204
5.763	0.0181022	0.0181055
5.764	0.0180872	0.0180905
5.765	0.0180722	0.0180756
5.766	0.0180573	0.0180606
5.767	0.0180423	0.0180457
5.768	0.0180274	0.0180308
5.769	0.0180125	0.0180159
5.77	0.0179976	0.018001
5.771	0.0179827	0.0179861
5.772	0.0179678	0.0179713
5.773	0.017953	0.0179564
5.774	0.0179382	0.0179416
5.775	0.0179233	0.0179267
5.776	0.0179086	0.0179119
5.777	0.0178938	0.0178971
5.778	0.017879	0.0178823
5.779	0.0178643	0.0178675
5.78	0.0178496	0.0178528
5.781	0.0178349	0.017838
5.782	0.0178202	0.0178233
5.783	0.0178055	0.0178085
5.784	0.0177909	0.0177938
5.785	0.0177762	0.0177791
5.786	0.0177616	0.0177644
5.787	0.017747	0.0177497
5.788	0.0177325	0.017735
5.789	0.0177179	0.0177204
5.79	0.0177034	0.0177057
5.791	0.0176889	0.0176911
5.792	0.0176744	0.0176764
5.793	0.0176599	0.0176618
5.794	0.0176455	0.0176472
5.795	0.0176311	0.0176326
5.796	0.0176167	0.017618
5.797	0.0176023	0.0176035
5.798	0.0175879	0.0175889
5.799	0.0175736	0.0175744
5.8	0.0175593	0.0175598
5.801	0.0175446	0.0175453
5.802	0.01753	0.0175308
5.803	0.0175154	0.0175163
5.804	0.0175008	0.0175018
5.805	0.0174862	0.0174873
5.806	0.0174716	0.0174728
5.807	0.017457	0.0174584
5.808	0.0174425	0.0174439
5.809	0.0174279	0.0174295
5.81	0.0174134	0.0174151
5.811	0.0173989	0.0174007
5.812	0.0173844	0.0173863
5.813	0.0173699	0.0173719
5.814	0.0173554	0.0173575
5.815	0.017341	0.0173431
5.816	0.0173265	0.0173288
5.817	0.0173121	0.0173144
5.818	0.0172977	0.0173001
5.819	0.0172833	0.0172858
5.82	0.0172689	0.0172715
5.821	0.0172545	0.0172572
5.822	0.0172401	0.0172429
5.823	0.0172258	0.0172286
5.824	0.0172115	0.0172143
5.825	0.0171971	0.0172001
5.826	0.0171828	0.0171858
5.827	0.0171685	0.0171716
5.828	0.0171543	0.0171574
5.829	0.01714	0.0171432
5.83	0.0171258	0.017129
5.831	0.0171116	0.0171148
5.832	0.0170974	0.0171006
5.833	0.0170832	0.0170865
5.834	0.017069	0.0170723
5.835	0.0170548	0.0170582
5.836	0.0170407	0.017044
5.837	0.0170266	0.0170299
5.838	0.0170125	0.0170158
5.839	0.0169984	0.0170017
5.84	0.0169843	0.0169876
5.841	0.0169702	0.0169736
5.842	0.0169562	0.0169595
5.843	0.0169422	0.0169455
5.844	0.0169282	0.0169314
5.845	0.0169142	0.0169174
5.846	0.0169002	0.0169034
5.847	0.0168863	0.0168894
5.848	0.0168723	0.0168754
5.849	0.0168584	0.0168614
5.85	0.0168445	0.0168474
5.851	0.0168306	0.0168334
5.852	0.0168168	0.0168195
5.853	0.0168029	0.0168056
5.854	0.0167891	0.0167916
5.855	0.0167753	0.0167777
5.856	0.0167615	0.0167638
5.857	0.0167478	0.0167499
5.858	0.016734	0.016736
5.859	0.0167203	0.0167222
5.86	0.0167066	0.0167083
5.861	0.0166929	0.0166944
5.862	0.0166793	0.0166806
5.863	0.0166656	0.0166668
5.864	0.016652	0.0166529
5.865	0.0166384	0.0166391
5.866	0.0166248	0.0166253
5.867	0.016611	0.0166116
5.868	0.0165971	0.0165978
5.869	0.0165832	0.016584
5.87	0.0165694	0.0165703
5.871	0.0165555	0.0165565
5.872	0.0165417	0.0165428
5.873	0.0165278	0.0165291
5.874	0.016514	0.0165154
5.875	0.0165002	0.0165017
5.876	0.0164864	0.016488
5.877	0.0164726	0.0164743
5.878	0.0164589	0.0164606
5.879	0.0164451	0.016447
5.88	0.0164313	0.0164333
5.881	0.0164176	0.0164197
5.882	0.0164039	0.0164061
5.883	0.0163902	0.0163925
5.884	0.0163765	0.0163789
5.885	0.0163628	0.0163653
5.886	0.0163492	0.0163517
5.887	0.0163355	0.0163381
5.888	0.0163219	0.0163246
5.889	0.0163083	0.016311
5.89	0.0162946	0.0162975
5.891	0.0162811	0.016284
5.892	0.0162675	0.0162705
5.893	0.0162539	0.0162569
5.894	0.0162404	0.0162435
5.895	0.0162268	0.01623
5.896	0.0162133	0.0162165
5.897	0.0161998	0.016203
5.898	0.0161863	0.0161896
5.899	0.0161728	0.0161762
5.9	0.0161594	0.0161627
5.901	0.0161459	0.0161493
5.902	0.0161325	0.0161359
5.903	0.0161191	0.0161225
5.904	0.0161057	0.0161091
5.905	0.0160923	0.0160957
5.906	0.016079	0.0160824
5.907	0.0160656	0.016069
5.908	0.0160523	0.0160557
5.909	0.016039	0.0160423
5.91	0.0160257	0.016029
5.911	0.0160124	0.0160157
5.912	0.0159992	0.0160024
5.913	0.0159859	0.0159891
5.914	0.0159727	0.0159758
5.915	0.0159595	0.0159626
5.916	0.0159463	0.0159493
5.917	0.0159332	0.0159361
5.918	0.01592	0.0159228
5.919	0.0159069	0.0159096
5.92	0.0158938	0.0158964
5.921	0.0158807	0.0158832
5.922	0.0158676	0.01587
5.923	0.0158545	0.0158568
5.924	0.0158415	0.0158436
5.925	0.0158285	0.0158305
5.926	0.0158215	0.0158173
5.927	0.0158083	0.0158042
5.928	0.0157951	0.015791
5.929	0.0157818	0.0157779
5.93	0.0157686	0.0157648
5.931	0.0157554	0.0157517
5.932	0.0157422	0.0157386
5.933	0.015729	0.0157255
5.934	0.0157158	0.0157125
5.935	0.0157026	0.0156994
5.936	0.0156895	0.0156863
5.937	0.0156763	0.0156733
5.938	0.0156632	0.0156603
5.939	0.0156501	0.0156473
5.94	0.015637	0.0156343
5.941	0.0156239	0.0156213
5.942	0.0156108	0.0156083
5.943	0.0155977	0.0155953
5.944	0.0155847	0.0155823
5.945	0.0155716	0.0155694
5.946	0.0155586	0.0155564
5.947	0.0155456	0.0155435
5.948	0.0155326	0.0155306
5.949	0.0155196	0.0155177
5.95	0.0155066	0.0155048
5.951	0.0154937	0.0154919
5.952	0.0154807	0.015479
5.953	0.0154678	0.0154661
5.954	0.0154549	0.0154532
5.955	0.015442	0.0154404
5.956	0.0154291	0.0154275
5.957	0.0154162	0.0154147
5.958	0.0154033	0.0154019
5.959	0.0153905	0.0153891
5.96	0.0153777	0.0153763
5.961	0.0153648	0.0153635
5.962	0.015352	0.0153507
5.963	0.0153393	0.0153379
5.964	0.0153265	0.0153252
5.965	0.0153137	0.0153124
5.966	0.015301	0.0152997
5.967	0.0152883	0.015287
5.968	0.0152756	0.0152742
5.969	0.0152629	0.0152615
5.97	0.0152502	0.0152488
5.971	0.0152376	0.0152361
5.972	0.0152249	0.0152235
5.973	0.0152123	0.0152108
5.974	0.0151997	0.0151981
5.975	0.0151871	0.0151855
5.976	0.0151745	0.0151728
5.977	0.015162	0.0151602
5.978	0.0151495	0.0151476
5.979	0.0151369	0.015135
5.98	0.0151244	0.0151224
5.981	0.015112	0.0151098
5.982	0.0150995	0.0150972
5.983	0.0150871	0.0150846
5.984	0.0150746	0.0150721
5.985	0.0150622	0.0150595
5.986	0.0150498	0.015047
5.987	0.0150375	0.0150345
5.988	0.0150251	0.015022
5.989	0.0150128	0.0150094
5.99	0.0150005	0.0149969
5.991	0.0149882	0.0149845
5.992	0.0149759	0.014972
5.993	0.0149636	0.0149595
5.994	0.0149514	0.0149471
5.995	0.0149388	0.0149346
5.996	0.0149263	0.0149222
5.997	0.0149137	0.0149097
5.998	0.0149012	0.0148973
5.999	0.0148887	0.0148849
6	0.0148761	0.0148725
6.001	0.0148636	0.0148601
6.002	0.0148512	0.0148477
6.003	0.0148387	0.0148354
6.004	0.0148262	0.014823
6.005	0.0148137	0.0148107
6.006	0.0148013	0.0147983
6.007	0.0147889	0.014786
6.008	0.0147764	0.0147737
6.009	0.014764	0.0147614
6.01	0.0147516	0.0147491
6.011	0.0147392	0.0147368
6.012	0.0147269	0.0147245
6.013	0.0147145	0.0147122
6.014	0.0147022	0.0147
6.015	0.0146898	0.0146877
6.016	0.0146775	0.0146755
6.017	0.0146652	0.0146632
6.018	0.0146529	0.014651
6.019	0.0146406	0.0146388
6.02	0.0146284	0.0146266
6.021	0.0146161	0.0146144
6.022	0.0146039	0.0146022
6.023	0.0145916	0.0145901
6.024	0.0145794	0.0145779
6.025	0.0145672	0.0145657
6.026	0.014555	0.0145536
6.027	0.0145429	0.0145415
6.028	0.0145307	0.0145293
6.029	0.0145186	0.0145172
6.03	0.0145065	0.0145051
6.031	0.0144944	0.014493
6.032	0.0144823	0.0144809
6.033	0.0144702	0.0144689
6.034	0.0144581	0.0144568
6.035	0.0144461	0.0144448
6.036	0.014434	0.0144327
6.037	0.014422	0.0144207
6.038	0.01441	0.0144086
6.039	0.014398	0.0143966
6.04	0.0143861	0.0143846
6.041	0.0143741	0.0143726
6.042	0.0143622	0.0143606
6.043	0.0143503	0.0143486
6.044	0.0143384	0.0143367
6.045	0.0143265	0.0143247
6.046	0.0143146	0.0143128
6.047	0.0143028	0.0143008
6.048	0.0142909	0.0142889
6.049	0.0142791	0.014277
6.05	0.0142673	0.0142651
6.051	0.0142555	0.0142532
6.052	0.0142438	0.0142413
6.053	0.014232	0.0142294
6.054	0.0142203	0.0142175
6.055	0.0142086	0.0142056
6.056	0.0141969	0.0141938
6.057	0.0141852	0.0141819
6.058	0.0141736	0.0141701
6.059	0.0141619	0.0141583
6.06	0.0141503	0.0141465
6.061	0.0141387	0.0141347
6.062	0.0141271	0.0141229
6.063	0.0141154	0.0141111
6.064	0.0141035	0.0140993
6.065	0.0140916	0.0140875
6.066	0.0140797	0.0140758
6.067	0.0140678	0.014064
6.068	0.014056	0.0140523
6.069	0.0140441	0.0140405
6.07	0.0140323	0.0140288
6.071	0.0140205	0.0140171
6.072	0.0140086	0.0140054
6.073	0.0139968	0.0139937
6.074	0.013985	0.013982
6.075	0.0139733	0.0139704
6.076	0.0139615	0.0139587
6.077	0.0139497	0.013947
6.078	0.013938	0.0139354
6.079	0.0139262	0.0139237
6.08	0.0139145	0.0139121
6.081	0.0139028	0.0139005
6.082	0.0138911	0.0138889
6.083	0.0138794	0.0138773
6.084	0.0138677	0.0138657
6.085	0.0138561	0.0138541
6.086	0.0138444	0.0138425
6.087	0.0138328	0.013831
6.088	0.0138212	0.0138194
6.089	0.0138095	0.0138079
6.09	0.0137979	0.0137963
6.091	0.0137864	0.0137848
6.092	0.0137748	0.0137733
6.093	0.0137632	0.0137618
6.094	0.0137517	0.0137503
6.095	0.0137402	0.0137388
6.096	0.0137286	0.0137273
6.097	0.0137171	0.0137159
6.098	0.0137057	0.0137044
6.099	0.0136942	0.0136929
6.1	0.0136827	0.0136815
6.101	0.0136713	0.0136701
6.102	0.0136598	0.0136586
6.103	0.0136484	0.0136472
6.104	0.013637	0.0136358
6.105	0.0136257	0.0136244
6.106	0.0136143	0.013613
6.107	0.0136029	0.0136016
6.108	0.0135916	0.0135903
6.109	0.0135803	0.0135789
6.11	0.013569	0.0135676
6.111	0.0135577	0.0135562
6.112	0.0135464	0.0135449
6.113	0.0135351	0.0135336
6.114	0.0135239	0.0135223
6.115	0.0135127	0.0135109
6.116	0.0135015	0.0134996
6.117	0.0134903	0.0134884
6.118	0.0134791	0.0134771
6.119	0.0134679	0.0134658
6.12	0.0134568	0.0134546
6.121	0.0134457	0.0134433
6.122	0.0134346	0.0134321
6.123	0.0134235	0.0134208
6.124	0.0134124	0.0134096
6.125	0.0134014	0.0133984
6.126	0.0133903	0.0133872
6.127	0.0133793	0.013376
6.128	0.0133683	0.0133648
6.129	0.0133573	0.0133536
6.13	0.0133464	0.0133424
6.131	0.0133354	0.0133313
6.132	0.0133244	0.0133201
6.133	0.0133131	0.013309
6.134	0.0133019	0.0132978
6.135	0.0132906	0.0132867
6.136	0.0132794	0.0132756
6.137	0.0132682	0.0132645
6.138	0.0132569	0.0132534
6.139	0.0132457	0.0132423
6.14	0.0132345	0.0132312
6.141	0.0132233	0.0132202
6.142	0.0132122	0.0132091
6.143	0.013201	0.013198
6.144	0.0131898	0.013187
6.145	0.0131787	0.013176
6.146	0.0131676	0.0131649
6.147	0.0131564	0.0131539
6.148	0.0131453	0.0131429
6.149	0.0131342	0.0131319
6.15	0.0131231	0.0131209
6.151	0.0131121	0.0131099
6.152	0.013101	0.013099
6.153	0.0130899	0.013088
6.154	0.0130789	0.013077
6.155	0.0130679	0.0130661
6.156	0.0130569	0.0130551
6.157	0.0130459	0.0130442
6.158	0.0130349	0.0130333
6.159	0.0130239	0.0130224
6.16	0.0130129	0.0130115
6.161	0.013002	0.0130006
6.162	0.012991	0.0129897
6.163	0.0129801	0.0129788
6.164	0.0129692	0.012968
6.165	0.0129583	0.0129571
6.166	0.0129474	0.0129462
6.167	0.0129365	0.0129354
6.168	0.0129257	0.0129246
6.169	0.0129148	0.0129137
6.17	0.012904	0.0129029
6.171	0.0128932	0.0128921
6.172	0.0128824	0.0128813
6.173	0.0128716	0.0128705
6.174	0.0128608	0.0128597
6.175	0.01285	0.012849
6.176	0.0128393	0.0128382
6.177	0.0128286	0.0128275
6.178	0.0128179	0.0128167
6.179	0.0128072	0.012806
6.18	0.0127965	0.0127952
6.181	0.0127858	0.0127845
6.182	0.0127752	0.0127738
6.183	0.0127645	0.0127631
6.184	0.0127539	0.0127524
6.185	0.0127433	0.0127417
6.186	0.0127327	0.0127311
6.187	0.0127221	0.0127204
6.188	0.0127116	0.0127097
6.189	0.012701	0.0126991
6.19	0.0126905	0.0126884
6.191	0.01268	0.0126778
6.192	0.0126695	0.0126672
6.193	0.0126591	0.0126566
6.194	0.0126486	0.0126459
6.195	0.0126382	0.0126353
6.196	0.0126277	0.0126248
6.197	0.0126173	0.0126142
6.198	0.012607	0.0126036
6.199	0.0125966	0.012593
6.2	0.0125862	0.0125825
6.201	0.0125759	0.0125719
6.202	0.0125655	0.0125614
6.203	0.0125549	0.0125508
6.204	0.0125442	0.0125403
6.205	0.0125336	0.0125298
6.206	0.012523	0.0125193
6.207	0.0125123	0.0125088
6.208	0.0125017	0.0124983
6.209	0.0124911	0.0124878
6.21	0.0124805	0.0124774
6.211	0.01247	0.0124669
6.212	0.0124594	0.0124564
6.213	0.0124488	0.012446
6.214	0.0124383	0.0124356
6.215	0.0124277	0.0124251
6.216	0.0124172	0.0124147
6.217	0.0124067	0.0124043
6.218	0.0123962	0.0123939
6.219	0.0123857	0.0123835
6.22	0.0123752	0.0123731
6.221	0.0123647	0.0123627
6.222	0.0123542	0.0123524
6.223	0.0123438	0.012342
6.224	0.0123333	0.0123316
6.225	0.0123229	0.0123213
6.226	0.0123125	0.012311
6.227	0.0123021	0.0123006
6.228	0.0122917	0.0122903
6.229	0.0122813	0.01228
6.23	0.0122709	0.0122697
6.231	0.0122606	0.0122594
6.232	0.0122502	0.0122491
6.233	0.0122399	0.0122388
6.234	0.0122296	0.0122286
6.235	0.0122193	0.0122183
6.236	0.012209	0.012208
6.237	0.0121987	0.0121978
6.238	0.0121884	0.0121875
6.239	0.0121782	0.0121773
6.24	0.0121679	0.0121671
6.241	0.0121577	0.0121569
6.242	0.0121475	0.0121467
6.243	0.0121373	0.0121365
6.244	0.0121271	0.0121263
6.245	0.0121169	0.0121161
6.246	0.0121068	0.0121059
6.247	0.0120966	0.0120958
6.248	0.0120865	0.0120856
6.249	0.0120764	0.0120755
6.25	0.0120663	0.0120653
6.251	0.0120562	0.0120552
6.252	0.0120461	0.0120451
6.253	0.0120361	0.012035
6.254	0.012026	0.0120249
6.255	0.012016	0.0120148
6.256	0.012006	0.0120047
6.257	0.011996	0.0119946
6.258	0.011986	0.0119845
6.259	0.0119761	0.0119745
6.26	0.0119661	0.0119644
6.261	0.0119562	0.0119543
6.262	0.0119463	0.0119443
6.263	0.0119364	0.0119343
6.264	0.0119265	0.0119243
6.265	0.0119167	0.0119142
6.266	0.0119068	0.0119042
6.267	0.011897	0.0118942
6.268	0.0118872	0.0118842
6.269	0.0118774	0.0118742
6.27	0.0118676	0.0118643
6.271	0.0118579	0.0118543
6.272	0.0118481	0.0118443
6.273	0.0118383	0.0118344
6.274	0.0118283	0.0118244
6.275	0.0118182	0.0118145
6.276	0.0118082	0.0118046
6.277	0.0117981	0.0117947
6.278	0.0117881	0.0117848
6.279	0.011778	0.0117749
6.28	0.011768	0.011765
6.281	0.011758	0.0117551
6.282	0.011748	0.0117452
6.283	0.011738	0.0117353
6.284	0.011728	0.0117255
6.285	0.0117181	0.0117156
6.286	0.0117081	0.0117058
6.287	0.0116981	0.0116959
6.288	0.0116882	0.0116861
6.289	0.0116783	0.0116763
6.29	0.0116683	0.0116664
6.291	0.0116584	0.0116566
6.292	0.0116485	0.0116468
6.293	0.0116386	0.011637
6.294	0.0116288	0.0116273
6.295	0.0116189	0.0116175
6.296	0.011609	0.0116077
6.297	0.0115992	0.011598
6.298	0.0115894	0.0115882
6.299	0.0115795	0.0115785
6.3	0.0115697	0.0115687
6.301	0.0115599	0.011559
6.302	0.0115502	0.0115493
6.303	0.0115404	0.0115396
6.304	0.0115306	0.0115299
6.305	0.0115209	0.0115202
6.306	0.0115111	0.0115105
6.307	0.0115014	0.0115008
6.308	0.0114917	0.0114911
6.309	0.011482	0.0114814
6.31	0.0114723	0.0114718
6.311	0.0114626	0.0114621
6.312	0.011453	0.0114525
6.313	0.0114433	0.0114429
6.314	0.0114337	0.0114332
6.315	0.0114241	0.0114236
6.316	0.0114145	0.011414
6.317	0.0114049	0.0114044
6.318	0.0113953	0.0113948
6.319	0.0113857	0.0113852
6.32	0.0113762	0.0113756
6.321	0.0113667	0.0113661
6.322	0.0113571	0.0113565
6.323	0.0113476	0.011347
6.324	0.0113381	0.0113374
6.325	0.0113287	0.0113279
6.326	0.0113192	0.0113183
6.327	0.0113098	0.0113088
6.328	0.0113003	0.0112993
6.329	0.0112909	0.0112898
6.33	0.0112815	0.0112803
6.331	0.0112721	0.0112708
6.332	0.0112627	0.0112613
6.333	0.0112534	0.0112518
6.334	0.0112441	0.0112423
6.335	0.0112347	0.0112329
6.336	0.0112254	0.0112234
6.337	0.0112161	0.011214
6.338	0.0112069	0.0112045
6.339	0.0111976	0.0111951
6.34	0.0111884	0.0111857
6.341	0.0111791	0.0111763
6.342	0.0111699	0.0111668
6.343	0.0111608	0.0111574
6.344	0.0111516	0.0111481
6.345	0.0111423	0.0111387
6.346	0.0111328	0.0111293
6.347	0.0111233	0.0111199
6.348	0.0111138	0.0111105
6.349	0.0111043	0.0111012
6.35	0.0110948	0.0110918
6.351	0.0110854	0.0110825
6.352	0.0110759	0.0110732
6.353	0.0110665	0.0110638
6.354	0.011057	0.0110545
6.355	0.0110476	0.0110452
6.356	0.0110382	0.0110359
6.357	0.0110287	0.0110266
6.358	0.0110193	0.0110173
6.359	0.0110099	0.011008
6.36	0.0110006	0.0109988
6.361	0.0109912	0.0109895
6.362	0.0109818	0.0109802
6.363	0.0109725	0.010971
6.364	0.0109631	0.0109618
6.365	0.0109538	0.0109525
6.366	0.0109445	0.0109433
6.367	0.0109351	0.0109341
6.368	0.0109258	0.0109249
6.369	0.0109165	0.0109157
6.37	0.0109073	0.0109065
6.371	0.010898	0.0108973
6.372	0.0108887	0.0108881
6.373	0.0108795	0.0108789
6.374	0.0108702	0.0108697
6.375	0.010861	0.0108606
6.376	0.0108518	0.0108514
6.377	0.0108426	0.0108423
6.378	0.0108334	0.0108331
6.379	0.0108242	0.010824
6.38	0.0108151	0.0108149
6.381	0.0108059	0.0108058
6.382	0.0107968	0.0107967
6.383	0.0107877	0.0107876
6.384	0.0107785	0.0107785
6.385	0.0107694	0.0107694
6.386	0.0107604	0.0107603
6.387	0.0107513	0.0107512
6.388	0.0107422	0.0107422
6.389	0.0107332	0.0107331
6.39	0.0107241	0.0107241
6.391	0.0107151	0.010715
6.392	0.0107061	0.010706
6.393	0.0106971	0.010697
6.394	0.0106881	0.0106879
6.395	0.0106792	0.0106789
6.396	0.0106702	0.0106699
6.397	0.0106613	0.0106609
6.398	0.0106523	0.0106519
6.399	0.0106434	0.0106429
6.4	0.0106345	0.010634
6.401	0.0106257	0.010625
6.402	0.0106168	0.010616
6.403	0.010608	0.0106071
6.404	0.0105991	0.0105981
6.405	0.0105903	0.0105892
6.406	0.0105815	0.0105803
6.407	0.0105727	0.0105713
6.408	0.0105639	0.0105624
6.409	0.0105552	0.0105535
6.41	0.0105464	0.0105446
6.411	0.0105377	0.0105357
6.412	0.010529	0.0105268
6.413	0.0105203	0.0105179
6.414	0.0105116	0.0105091
6.415	0.010503	0.0105002
6.416	0.0104943	0.0104913
6.417	0.0104857	0.0104825
6.418	0.0104769	0.0104736
6.419	0.0104679	0.0104648
6.42	0.010459	0.010456
6.421	0.01045	0.0104471
6.422	0.0104411	0.0104383
6.423	0.0104321	0.0104295
6.424	0.0104232	0.0104207
6.425	0.0104143	0.0104119
6.426	0.0104053	0.0104031
6.427	0.0103964	0.0103944
6.428	0.0103875	0.0103856
6.429	0.0103786	0.0103768
6.43	0.0103698	0.0103681
6.431	0.0103609	0.0103593
6.432	0.010352	0.0103506
6.433	0.0103432	0.0103418
6.434	0.0103343	0.0103331
6.435	0.0103255	0.0103244
6.436	0.0103167	0.0103157
6.437	0.0103079	0.0103069
6.438	0.0102991	0.0102982
6.439	0.0102903	0.0102895
6.44	0.0102815	0.0102809
6.441	0.0102727	0.0102722
6.442	0.0102639	0.0102635
6.443	0.0102552	0.0102548
6.444	0.0102464	0.0102462
6.445	0.0102377	0.0102375
6.446	0.010229	0.0102289
6.447	0.0102203	0.0102202
6.448	0.0102116	0.0102116
6.449	0.0102029	0.010203
6.45	0.0101942	0.0101944
6.451	0.0101856	0.0101858
6.452	0.0101769	0.0101772
6.453	0.0101683	0.0101686
6.454	0.0101597	0.01016
6.455	0.010151	0.0101514
6.456	0.0101424	0.0101428
6.457	0.0101338	0.0101342
6.458	0.0101253	0.0101257
6.459	0.0101167	0.0101171
6.46	0.0101081	0.0101086
6.461	0.0100996	0.0101
6.462	0.0100911	0.0100915
6.463	0.0100826	0.010083
6.464	0.0100741	0.0100745
6.465	0.0100656	0.0100659
6.466	0.0100571	0.0100574
6.467	0.0100486	0.0100489
6.468	0.0100402	0.0100405
6.469	0.0100317	0.010032
6.47	0.0100233	0.0100235
6.471	0.0100149	0.010015
6.472	0.0100065	0.0100066
6.473	0.00999815	0.0099981
6.474	0.00998979	0.00998965
6.475	0.00998144	0.00998121
6.476	0.0099731	0.00997277
6.477	0.00996478	0.00996434
6.478	0.00995648	0.00995592
6.479	0.00994819	0.0099475
6.48	0.00993991	0.00993909
6.481	0.00993165	0.00993069
6.482	0.00992341	0.0099223
6.483	0.00991518	0.00991391
6.484	0.00990697	0.00990553
6.485	0.00989877	0.00989715
6.486	0.00989058	0.00988879
6.487	0.00988242	0.00988042
6.488	0.00987427	0.00987207
6.489	0.00986613	0.00986372
6.49	0.00985801	0.00985538
6.491	0.00984991	0.00984705
6.492	0.00984149	0.00983872
6.493	0.00983303	0.0098304
6.494	0.00982458	0.00982209
6.495	0.00981614	0.00981378
6.496	0.00980771	0.00980548
6.497	0.00979928	0.00979719
6.498	0.00979086	0.00978891
6.499	0.00978245	0.00978063
6.5	0.00977405	0.00977235
6.501	0.00976565	0.00976409
6.502	0.00975727	0.00975583
6.503	0.00974889	0.00974758
6.504	0.00974052	0.00973933
6.505	0.00973216	0.00973109
6.506	0.00972381	0.00972286
6.507	0.00971547	0.00971464
6.508	0.00970714	0.00970642
6.509	0.00969881	0.00969821
6.51	0.0096905	0.00969
6.511	0.00968219	0.0096818
6.512	0.0096739	0.00967361
6.513	0.00966561	0.00966543
6.514	0.00965734	0.00965725
6.515	0.00964907	0.00964908
6.516	0.00964082	0.00964091
6.517	0.00963257	0.00963276
6.518	0.00962434	0.00962461
6.519	0.00961611	0.00961646
6.52	0.0096079	0.00960832
6.521	0.0095997	0.00960019
6.522	0.0095915	0.00959207
6.523	0.00958332	0.00958395
6.524	0.00957515	0.00957584
6.525	0.00956699	0.00956773
6.526	0.00955884	0.00955963
6.527	0.00955071	0.00955154
6.528	0.00954258	0.00954346
6.529	0.00953447	0.00953538
6.53	0.00952637	0.00952731
6.531	0.00951828	0.00951924
6.532	0.0095102	0.00951118
6.533	0.00950213	0.00950313
6.534	0.00949408	0.00949509
6.535	0.00948604	0.00948705
6.536	0.00947801	0.00947902
6.537	0.00946999	0.00947099
6.538	0.00946199	0.00946297
6.539	0.009454	0.00945496
6.54	0.00944602	0.00944695
6.541	0.00943806	0.00943896
6.542	0.00943011	0.00943096
6.543	0.00942217	0.00942298
6.544	0.00941424	0.009415
6.545	0.00940633	0.00940702
6.546	0.00939844	0.00939906
6.547	0.00939055	0.0093911
6.548	0.00938268	0.00938314
6.549	0.00937483	0.0093752
6.55	0.00936699	0.00936726
6.551	0.00935916	0.00935932
6.552	0.00935135	0.0093514
6.553	0.00934355	0.00934348
6.554	0.00933576	0.00933556
6.555	0.00932799	0.00932765
6.556	0.00932024	0.00931975
6.557	0.0093125	0.00931186
6.558	0.00930478	0.00930397
6.559	0.00929707	0.00929609
6.56	0.00928937	0.00928821
6.561	0.00928169	0.00928034
6.562	0.00927403	0.00927248
6.563	0.00926638	0.00926462
6.564	0.00925875	0.00925677
6.565	0.00925114	0.00924893
6.566	0.00924342	0.00924109
6.567	0.00923545	0.00923326
6.568	0.00922749	0.00922544
6.569	0.00921953	0.00921762
6.57	0.00921158	0.00920981
6.571	0.00920364	0.009202
6.572	0.00919571	0.00919421
6.573	0.00918778	0.00918641
6.574	0.00917986	0.00917863
6.575	0.00917195	0.00917085
6.576	0.00916405	0.00916308
6.577	0.00915615	0.00915531
6.578	0.00914826	0.00914755
6.579	0.00914038	0.0091398
6.58	0.00913251	0.00913205
6.581	0.00912465	0.00912431
6.582	0.0091168	0.00911657
6.583	0.00910895	0.00910884
6.584	0.00910112	0.00910112
6.585	0.00909329	0.00909341
6.586	0.00908547	0.0090857
6.587	0.00907766	0.00907799
6.588	0.00906987	0.0090703
6.589	0.00906208	0.00906261
6.59	0.0090543	0.00905492
6.591	0.00904653	0.00904725
6.592	0.00903877	0.00903957
6.593	0.00903102	0.00903191
6.594	0.00902328	0.00902425
6.595	0.00901555	0.0090166
6.596	0.00900783	0.00900895
6.597	0.00900012	0.00900131
6.598	0.00899242	0.00899368
6.599	0.00898473	0.00898605
6.6	0.00897705	0.00897843
6.601	0.00896939	0.00897081
6.602	0.00896173	0.00896321
6.603	0.00895409	0.0089556
6.604	0.00894645	0.00894801
6.605	0.00893883	0.00894042
6.606	0.00893122	0.00893283
6.607	0.00892362	0.00892526
6.608	0.00891604	0.00891768
6.609	0.00890846	0.00891012
6.61	0.0089009	0.00890256
6.611	0.00889335	0.00889501
6.612	0.00888581	0.00888746
6.613	0.00887828	0.00887992
6.614	0.00887077	0.00887239
6.615	0.00886327	0.00886486
6.616	0.00885578	0.00885734
6.617	0.0088483	0.00884982
6.618	0.00884084	0.00884231
6.619	0.00883339	0.00883481
6.62	0.00882595	0.00882731
6.621	0.00881853	0.00881982
6.622	0.00881112	0.00881234
6.623	0.00880372	0.00880486
6.624	0.00879634	0.00879739
6.625	0.00878897	0.00878992
6.626	0.00878161	0.00878246
6.627	0.00877427	0.00877501
6.628	0.00876694	0.00876756
6.629	0.00875963	0.00876012
6.63	0.00875233	0.00875268
6.631	0.00874505	0.00874525
6.632	0.00873778	0.00873783
6.633	0.00873052	0.00873041
6.634	0.00872328	0.008723
6.635	0.00871605	0.00871559
6.636	0.00870884	0.0087082
6.637	0.00870165	0.0087008
